0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
0.12495883,0.25008738,0.12495108,0.25005478,0.4998652,0.25008452,0.12498412,0.25005153,0.12496214
-1.0,-0.5,0.0,-0.5,0.5,0.5,0.0,0.5,1.0
